name,address,phone,id,url,rating,review_count,longitude,latitude,is_closed
Azalea Park and Recreation Center,"4031 Poppy Pl San Diego, CA 92105",,e5eshtXl4D4DNkala3nDAA,https://www.yelp.com/biz/azalea-park-and-recreation-center-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,2,-117.1085511,32.73263511,FALSE
Surfside Ranch,"2225 Hollister St San Diego, CA 92154",16194433517,egw74lLqZo5sNK4ONu9coA,https://www.yelp.com/biz/surfside-ranch-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,74,-117.083217,32.556882,FALSE
Jill Hansen - Sotheby's International Realty,"8310 La Mesa Blvd La Mesa, CA 91942",16197339056,pQiaUUClwMzb5MsDlExAqg,https://www.yelp.com/biz/jill-hansen-sothebys-international-realty-la-mesa?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,6,-117.0188065,32.76532364,FALSE
Superb Mortgage and Real Estate,"733 Hollowbrook Ct San Marcos, CA 92078",16193167044,ol-_a0Uz9893mt0Y6uAP3A,https://www.yelp.com/biz/superb-mortgage-and-real-estate-san-marcos-3?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,45,-117.178687,33.100192,FALSE
The Davey Tree Expert Company,"5601 Eastgate Dr San Diego, CA 92121",16192295000,QAEOM-beDwzgShxlvai6cA,https://www.yelp.com/biz/the-davey-tree-expert-company-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,56,-117.19646,32.88234,FALSE
Belle Terre Landscapes,"11956 Bernado Plaza Dr Ste 507 San Diego, CA 92128",18584878639,RyAEKvAaqCbCT02pQYbyag,https://www.yelp.com/biz/belle-terre-landscapes-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,20,-117.0743939,33.0203257,FALSE
Azaleawood Outdoor Lighting and Irrigation,"Vista, CA 92083",17605335638,RqHqjrfoGT3azhkrvlKnPQ,https://www.yelp.com/biz/azaleawood-outdoor-lighting-and-irrigation-vista?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,37,-117.2513,33.2116,FALSE
Newman Windows & Doors,"6110 Yarrow Dr Carlsbad, CA 92011",17604388080,XB3zZuUzHQW3YXD92oJClA,https://www.yelp.com/biz/newman-windows-and-doors-carlsbad?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,116,-117.2738647,33.1244278,FALSE
Juniper Canyon Open Space,"3300 Juniper St San Diego, CA 92104",,m2z84n1WjO8w4XUxkqczfA,https://www.yelp.com/biz/juniper-canyon-open-space-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,1,-117.1214457,32.73010346,FALSE
Old Point Loma Lighthouse,"Humphreys Rd San Diego, CA 92106",,rzVJM7OeWFRAYS3oN_xX4A,https://www.yelp.com/biz/old-point-loma-lighthouse-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,43,-117.2409825,32.67153358,FALSE
Sage Canyon Elementary School,"5290 Harvest Run Dr San Diego, CA 92130",18584817844,fPE3BT7QZfEPBbTG4QREDw,https://www.yelp.com/biz/sage-canyon-elementary-school-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,3,-117.20354,32.92617,FALSE
Ruffin Canyon Open Space,"9191 Gramercy Dr San Diego, CA 92123",18585608327,Ub_PctVH5cSZz5FR4vh22A,https://www.yelp.com/biz/ruffin-canyon-open-space-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,13,-117.1294174,32.8016396,FALSE
San Elijo Lagoon Ecological Reserve,"North Rios Ave Encinitas, CA 92023",17604363944,u_M79xnw4jZyj8L74r6sng,https://www.yelp.com/biz/san-elijo-lagoon-ecological-reserve-encinitas?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,66,-117.2734681,33.01320621,FALSE
Torrey Hills Pocket Park,"4765 Carmel Mountain Rd San Diego, CA 92130",18587201145,WFhDQGr4Ok4Qv_H7cKbpJw,https://www.yelp.com/biz/torrey-hills-pocket-park-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,2,-117.21327,32.92116,FALSE
Sorrento Valley Road Pedestrian and Bikeway,"Sorrento Valley Road & Carmel Mountain Road between Carmel Mountain Rd and Carmel Valley Rd San Diego, CA 92130",,GMfRZlJ5kHoDKNySwXw3vg,https://www.yelp.com/biz/sorrento-valley-road-pedestrian-and-bikeway-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,1,-117.2371295,32.91627212,FALSE
Sandburg Neighborhood Park,"11170 Avenida Del Gato San Diego, CA 92126",,eZ4RErlpz_7itskXM9lD6g,https://www.yelp.com/biz/sandburg-neighborhood-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,4,-117.1481552,32.9240799,FALSE
Sandburg Elementary School,"11230 Avenida Del Gato San Diego, CA 92126",18585660510,iCcD6k-gQ8vn75UjU4S5DA,https://www.yelp.com/biz/sandburg-elementary-school-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,3,-117.1498,32.92618,FALSE
Sandburg Child Development Center,"11230 Avenida Del Gato San Diego, CA 92126",18586931631,U0Pf2jgEt67-Sfe4xBuFzA,https://www.yelp.com/biz/sandburg-child-development-center-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,1,-117.1498,32.92618,FALSE
Ocean Air Recreation Center,"4770 Fairport Way San Diego, CA 92130",18585521687,DQVaPdqnBAot29mQkqzfkQ,https://www.yelp.com/biz/ocean-air-recreation-center-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,16,-117.21782,32.92684,FALSE
Self-Realization Fellowship,"939 2nd St Encinitas, CA 92024",17604367220,YkyqPA_ZIZYL8HUMSJQL1Q,https://www.yelp.com/biz/self-realization-fellowship-encinitas?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,42,-117.2938352,33.0400798,FALSE
Marsh trail at Torry Pones Reseve,"13079 North Torrey Pines Rd San Diego, CA 92121",,wDDnj68OyGwJbc8UvAfJ-g,https://www.yelp.com/biz/marsh-trail-at-torry-pones-reseve-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,2,-117.2599594,32.9323146,FALSE
Pacific Breeze Apartments,"2850 Adrian St San Diego, CA 92110",16195234325,Gc5aCN5oSNKhU6LGxN6SrA,https://www.yelp.com/biz/pacific-breeze-apartments-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,11,-117.2267075,32.751091,FALSE
Latitude 33,"2620 Ingraham St Ste B Mission Bay San Diego, CA 92109",18583364524,bfMKZ09wveXbn0ihtOeAwA,https://www.yelp.com/biz/latitude-33-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,3,-117.2339661,32.7682205,FALSE
Villa Pacific Apartments,"2905 Clairemont Dr San Diego, CA 92117",16192761680,1dvyZLFFuUhYUKoQeKm7cw,https://www.yelp.com/biz/villa-pacific-apartments-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,34,-117.1964234,32.7924577,FALSE
South Shores Bike Path,"Frontage Road Running Alongside Sea World Dr San Diego, CA 92109",,imfi7ANdIITs7So1OdGexw,https://www.yelp.com/biz/south-shores-bike-path-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,3,-117.21636,32.76154,FALSE
Three Sisters Falls,"Boulder Creek Rd Pine Valley, CA 91916",18586736180,zgLcQVYOo7Js66IWg-ItmQ,https://www.yelp.com/biz/three-sisters-falls-pine-valley?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,333,-116.632974,32.925068,FALSE
Stonewall Peak Trail,"Cuyamaca Rancho State Park 12551 Hwy 79 Descanso, CA 91916",17607653056,vn_5XtkgChNyzBnLmtQ4Ow,https://www.yelp.com/biz/stonewall-peak-trail-descanso?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,86,-116.5791018,32.95964225,FALSE
Briercrest Park,"9001 Wakarusa St La Mesa, CA 91941",,bIC__hMWGuOpomlPSl0Dlw,https://www.yelp.com/biz/briercrest-park-la-mesa?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,20,-117.0026932,32.7811203,FALSE
Scripps Ranch Villages Butterfly Park,"11885 Cypress Canyon Rd San Diego, CA 92131",16198070352,LaDODo75ZKfL0uTInn3tmA,https://www.yelp.com/biz/scripps-ranch-villages-butterfly-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,1,-117.083623,32.93300926,FALSE
Navajo Canyon Open Space,"6801 Easton Ct San Diego, CA 92120",,abeK-2UogxPHD9_yHOF8pg,https://www.yelp.com/biz/navajo-canyon-open-space-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,6,-117.0736921,32.79341215,FALSE
Sweetwater Summit Regional Park,"3218 Summit Meadow Rd Bonita, CA 91902",18585653600,BA352Qg2sLDXEiRKjXBCgg,https://www.yelp.com/biz/sweetwater-summit-regional-park-bonita?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,34,-117.0079621,32.68498877,FALSE
Cleveland National Forest,"10845 Rancho Bernardo Rd Ste 200 San Diego, CA 92127",18586736180,TCX9sCllI741DuZpMEFylg,https://www.yelp.com/biz/cleveland-national-forest-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,34,-117.094959,33.022147,FALSE
Dos Picos County Park,"17953 Dos Picos Park Rd Ramona, CA 92065",17607892220,Z8EBqrAZQrgyRlmvf9XwbA,https://www.yelp.com/biz/dos-picos-county-park-ramona?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,63,-116.9413364,32.9989769,FALSE
Blue Sky Ecological Reserve,"16275 Espola Rd Poway, CA 92064",18586684781,SSkiqKS1RfSvK5tVAngHIQ,https://www.yelp.com/biz/blue-sky-ecological-reserve-poway?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,55,-117.02454,33.01759,FALSE
Calico Ranch,"4200 Hwy 78 Julian, CA 92036",18585860392,3C8i1AP0Zw2YoQXAIueWrw,https://www.yelp.com/biz/calico-ranch-julian?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,26,-116.6006317,33.07725906,FALSE
Loma Palisades,"2799 Adrian St San Diego, CA 92110",16192559944,HDvEpezgtCLZNOfDKIHM5g,https://www.yelp.com/biz/loma-palisades-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,2.5,160,-117.225649,32.749326,FALSE
Silver Terrace Park,"5550 Friars Rd San Diego, CA 92110",,8q3S94jGW5mObJqcn7Itiw,https://www.yelp.com/biz/silver-terrace-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,3,-117.1924,32.76461,FALSE
Teralta Park,"Escondido Fwy San Diego, CA 92105",,NU5-0xVjUvpHN2U5fzGNJQ,https://www.yelp.com/biz/teralta-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,1,-117.1086517,32.75227445,FALSE
Peter Gyorgy - Berkshire Hathaway HomeServices,"Berkshire Hathaway Homeservices Ste a 1221 Rosecrans San Diego, CA 92106",16197884999,dTKzAcuHhB6dMNevGXHuug,https://www.yelp.com/biz/peter-gyorgy-berkshire-hathaway-homeservices-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,3,-117.230331,32.722808,FALSE
Quality Mobile Screens,"Santa Ana, CA 92707",17146613096,n-nHAdL9AffIpDnRqeNgVQ,https://www.yelp.com/biz/quality-mobile-screens-santa-ana?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,246,-117.87033,33.70137,FALSE
North Park Beer Company,"3038 University Ave San Diego, CA 92104",16192552994,N804qVYIzHWz-Vdc7VcJBw,https://www.yelp.com/biz/north-park-beer-company-san-diego-5?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,339,-117.1291179,32.7487183,FALSE
Encontro North Park,"3001 University Ave San Diego, CA 92104",16192911220,ah1wsendgkhUtTSR-MVDZw,https://www.yelp.com/biz/encontro-north-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,1127,-117.12976,32.74822,FALSE
North Park Produce,"3551 El Cajon Blvd San Diego, CA 92104",16195163336,IO9iC3H0RwXK0RCMv5RSwA,https://www.yelp.com/biz/north-park-produce-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,257,-117.1165314,32.75492096,FALSE
North Park Nursery,"2335 University Ave San Diego, CA 92104",16197951855,0K7DDYqT9mWuw3KCDXhQ_Q,https://www.yelp.com/biz/north-park-nursery-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,152,-117.13931,32.74821,FALSE
North Park Produce Bakery and Grill,"12342 Poway Rd Ste B Poway, CA 92064",18583919100,1z62CLR5EmWF0uZevFDHNw,https://www.yelp.com/biz/north-park-produce-bakery-and-grill-poway?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,303,-117.065007,32.95261488,FALSE
Working Class,"4095 30th St San Diego, CA 92104",16196420114,7_4OrGjaKWjs1IV7vvNiUw,https://www.yelp.com/biz/working-class-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,498,-117.12991,32.75203,FALSE
Mushroom House,"9036 La Jolla Shores Ln Aka Bell Pavilion House San Diego, CA 92037",,bZ3MAe5Gg4m9tgt0Qas2Pw,https://www.yelp.com/biz/mushroom-house-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,8,-117.2518616,32.8720512,FALSE
Lost Cause Meadery,"8665 Miralani Dr Ste 100 San Diego, CA 92126",18582051328,mAekDhV34jyXJzXghYxpsg,https://www.yelp.com/biz/lost-cause-meadery-san-diego-9?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,109,-117.13664,32.89526,FALSE
5 Star Dealer School,"205 W Mission Ave Ste C Escondido, CA 92025",17605861702,YwJa4mq2OvUCzRgjAxEAlA,https://www.yelp.com/biz/5-star-dealer-school-escondido?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,1,-117.0880192,33.12898092,FALSE
Herb Shoppe,"3618 El Cajon Blvd San Diego, CA 92104",16192805621,EvR521qH4PRtwgpiWsIyxQ,https://www.yelp.com/biz/herb-shoppe-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,19,-117.1152802,32.7555809,FALSE
Medina Moroccan-Baja Kitchen,"2850 El Cajon Blvd Ste 4 San Diego, CA 92104",16192305037,bXJxSKWlmisvsiiZ0XueUQ,https://www.yelp.com/biz/medina-moroccan-baja-kitchen-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,187,-117.1323809,32.7555903,FALSE
TapRoom Beer Co,"2000 El Cajon Blvd San Diego, CA 92104",16195397738,GkMleu5sddDUBmqKJ7tkdA,https://www.yelp.com/biz/taproom-beer-co-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,45,-117.14347,32.75567,FALSE
Brazil By The Bay,"3676 Kurtz St San Diego, CA 92110",16196921410,yjLTwWCHggwg59aCnmKcLw,https://www.yelp.com/biz/brazil-by-the-bay-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,318,-117.2113759,32.757045,FALSE
Siamo Napoli,"3959 30th St San Diego, CA 92104",16193106981,i8pk_jUS5jV1kMnQEdAVbg,https://www.yelp.com/biz/siamo-napoli-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,429,-117.129955,32.749772,FALSE
The Shop: Pizza + Cocktails,"11967 Bernardo Plaza Dr San Diego, CA 92128",18585246565,hE-wJgFhTwLklXboFVIGvQ,https://www.yelp.com/biz/the-shop-pizza-cocktails-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,109,-117.072584,33.019876,FALSE
Tamales Oaxaquenos,"4129 University Ave San Diego, CA 92105",16198291012,11ypVzUO-wd8dswdUyVluQ,https://www.yelp.com/biz/tamales-oaxaquenos-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,10,-117.1062702,32.74925616,FALSE
Cross Street Chicken and Beer,"4403 Convoy St San Diego, CA 92111",18584306001,Ve1N_Y3lwtI4UYwDvUEtZg,https://www.yelp.com/biz/cross-street-chicken-and-beer-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,1619,-117.154722,32.820203,FALSE
Solana Highlands Park,"13184 Janetta Pl San Diego, CA 92130",,lG-2Rmyxuko4Qks2uapZkQ,https://www.yelp.com/biz/solana-highlands-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,2,-117.238769,32.956013,FALSE
Solana Pacific Elementary School,"3901 Townsgate Dr San Diego, CA 92130",18587944500,hslDHVgaqaOkVZswuP93mg,https://www.yelp.com/biz/solana-pacific-elementary-school-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,4,-117.2312226,32.9520397,FALSE
Solana Highlands,"701 S Nardo Ave Solana Beach, CA 92075",18558416273,LWb0i_nwjKe7YCrdn49S8A,https://www.yelp.com/biz/solana-highlands-solana-beach?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,33,-117.2615984,32.9850809,FALSE
Solana Highlands Elementary School,"3520 Long Run Dr San Diego, CA 92130",18587944300,W3Vhao6Cm2dHx-7OUrOmWg,https://www.yelp.com/biz/solana-highlands-elementary-school-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,2,-117.2402883,32.9543607,FALSE
Robinson Realty,"990 Highland Dr Ste 212-T Solana Beach, CA 92075",18587044777,LbIOgVfIFVgEiA5oKFfhXA,https://www.yelp.com/biz/robinson-realty-solana-beach?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,2,-117.2565,32.98041,FALSE
Aurora At Riviera Del Sol Hoa,"Otay Mesa San Diego, CA 92154",,c5vahk0pERt8P_206fJHVw,https://www.yelp.com/biz/aurora-at-riviera-del-sol-hoa-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,1,1,-116.97544,32.56798,FALSE
Stonebridge Neighborhood Park,"15030 Sycamore Trail Rd San Diego, CA 92131",,IIY8uRUsfEUOvytNuGNDjQ,https://www.yelp.com/biz/stonebridge-neighborhood-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,4,-117.021351,32.924212,FALSE
The River Trail,"San Dieguito Lagoon Jimmy Durante Blvd. west of Fairgrounds area Del Mar, CA 92014",18587559313,btXfhlkaecY6BpQ9GDZMGQ,https://www.yelp.com/biz/the-river-trail-del-mar?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,7,-117.2630079,32.97071399,FALSE
Otay Lakes County Park,"2270 Wueste Rd Chula Vista, CA 91915",18585653600,rlavD5zBhir9HoqAvXisug,https://www.yelp.com/biz/otay-lakes-county-park-chula-vista?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,21,-116.930119,32.607747,FALSE
Coast To Crest Trail,"12653 Sunset Dr Escondido, CA 92025",18586742275,rpU6i-y3HmaB0j73xo59qg,https://www.yelp.com/biz/coast-to-crest-trail-escondido?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,11,-117.06774,33.06648563,FALSE
Bernardo Mountain,"1217 Via De Encanto Escondido, CA 92029",,NLQNQ-A0DSakrcveBk7Rjw,https://www.yelp.com/biz/bernardo-mountain-escondido?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,10,-117.089867,33.066181,FALSE
